:START_ID(User),:END_ID(Post)
4385,3595
4114,3596
4391,3597
1848,3600
4351,3601
2908,3603
4351,3604
739,3605
2745,3606
4351,3607
4416,3608
4417,3609
4416,3610
4416,3611
4351,3612
4416,3614
4430,3615
1702,3616
2745,3617
4416,3619
141,3620
2745,3621
4440,3622
4351,3625
4351,3626
4462,3627
1171,3628
4351,3629
3771,3630
262,3631
1348,3632
4430,3633
4467,3634
4064,3635
4114,3636
4064,3637
4471,3638
4472,3639
4477,3640
4416,3641
4479,3642
4114,3644
4485,3646
4485,3647
4485,3648
4351,3650
4430,3651
75,3652
75,3653
141,3654
4114,3655
4342,3656
4485,3657
2828,3659
4416,3660
4114,3661
4516,3662
4351,3663
4332,3664
4520,3665
141,3666
141,3667
4530,3672
4114,3673
4535,3674
4537,3675
4538,3676
4540,3677
4542,3678
4114,3679
4545,3680
4546,3681
141,3682
1702,3684
686,3685
4564,3686
3728,3688
4114,3689
4563,3690
4139,3691
4577,3692
4578,3693
4114,3694
4351,3696
3563,3697
4566,3698
4586,3699
4351,3701
4351,3702
4589,3703
2908,3704
4594,3705
1157,3706
1157,3707
1157,3708
1157,3709
1848,3710
1848,3711
1848,3712
4595,3713
1848,3714
4595,3715
1848,3716
3563,3717
3362,3718
3362,3719
1702,3720
4114,3721
4114,3722
4219,3724
4603,3725
4595,3726
4114,3727
4517,3728
4517,3729
1118,3730
4114,3731
4114,3732
4634,3734
4636,3735
4114,3736
4615,3737
1848,3738
1848,3739
4566,3740
4640,3741
4643,3742
4644,3743
4654,3746
4114,3747
2745,3748
3241,3749
1848,3750
4665,3751
4671,3753
3771,3754
4680,3755
1848,3756
4114,3757
4114,3758
4682,3760
1848,3761
4685,3763
4114,3764
4686,3765
1251,3767
4416,3768
4416,3769
1848,3770
1848,3771
4688,3772
4685,3773
883,3774
883,3775
1118,3777
1848,3778
76,3779
883,3780
4416,3781
4717,3782
4114,3784
3678,3788
4739,3790
4595,3791
3718,3792
4759,3793
1848,3794
3743,3795
4778,3798
1848,3799
1223,3800
1848,3801
4783,3802
1702,3804
4778,3806
4778,3807
3083,3808
3743,3809
4800,3810
4800,3811
4808,3812
4816,3813
1118,3814
4819,3815
4821,3816
1848,3817
4471,3820
1283,3821
4833,3822
4808,3824
1118,3825
739,3826
2908,3827
4851,3828
443,3833
4871,3834
4873,3836
4871,3837
4871,3840
4873,3841
4876,3842
4876,3843
4876,3844
4873,3845
4873,3846
1848,3847
98,3848
1848,3849
1848,3850
4877,3852
1848,3853
1848,3854
4901,3857
-1,3859
3394,3860
2817,3861
1922,3862
3771,3864
-1,3865
3771,3866
1118,3867
4915,3868
2817,3869
3743,3870
4921,3871
3771,3872
4064,3873
4264,3876
4935,3877
4944,3879
1397,3880
1397,3881
4946,3882
4517,3885
4953,3886
2745,3887
1848,3888
4759,3889
4969,3892
4977,3893
4805,3894
1118,3895
2761,3896
4163,3897
1848,3898
2817,3899
5008,3900
1075,3901
4905,3902
2817,3903
747,3904
747,3905
5060,3906
4953,3907
2908,3908
5083,3909
5085,3910
5065,3911
2745,3912
4082,3913
1397,3914
1397,3915
1397,3916
4390,3917
1397,3918
5099,3919
4514,3920
4400,3921
4022,3922
5099,3923
5106,3924
1848,3925
4922,3926
5117,3927
5117,3928
1118,3929
5117,3930
1848,3931
5119,3932
3771,3933
5121,3934
5117,3935
5117,3936
5117,3937
5123,3938
5126,3939
4944,3940
1397,3941
5123,3944
5123,3945
5123,3946
1397,3947
5123,3948
2817,3949
5146,3950
262,3951
5096,3952
5154,3953
1848,3954
5161,3955
4595,3956
1848,3957
141,3958
5120,3959
5120,3960
394,3961
1397,3962
5177,3963
5187,3965
5190,3966
1397,3967
37,3969
1397,3970
5217,3972
5225,3973
5223,3974
5226,3975
1118,3976
5227,3977
5223,3978
5223,3979
1397,3980
5223,3981
5237,3984
5223,3986
5238,3990
5256,4003
5263,4006
1397,4007
5266,4009
5271,4013
5273,4014
1848,4015
5274,4016
5275,4017
5286,4020
5223,4021
3771,4024
5223,4026
883,4027
1397,4028
5294,4029
5296,4030
5223,4032
5299,4033
5301,4034
5303,4035
5305,4037
5306,4038
5307,4039
5310,4040
1848,4041
141,4042
5314,4043
5317,4045
5293,4046
5319,4047
5320,4048
1397,4049
5293,4050
1118,4051
5322,4052
1118,4053
5327,4054
5331,4056
5223,4057
5332,4058
5160,4059
5332,4060
2761,4061
5160,4062
1118,4063
5160,4064
5160,4065
2745,4066
3771,4068
5349,4069
2572,4071
5355,4072
5356,4073
5356,4074
5358,4075
5368,4076
5106,4077
1723,4078
2761,4079
5160,4080
5268,4082
5395,4084
5160,4085
1723,4086
4921,4087
5160,4088
1848,4089
6426,4090
5268,4091
6429,4092
6432,4093
5223,4096
6448,4097
6449,4098
1702,4099
6454,4100
6455,4101
4595,4102
6457,4104
6459,4106
6459,4110
6462,4112
6464,4113
5160,4114
6469,4115
1848,4116
1848,4117
1848,4118
4589,4119
1397,4120
5397,4122
5397,4123
6482,4124
3483,4126
6490,4127
4595,4128
3483,4129
730,4130
2908,4131
6505,4132
1397,4133
1397,4134
6520,4136
1397,4137
1397,4138
3483,4140
6529,4141
4595,4142
4064,4143
4088,4144
4088,4145
4064,4146
3483,4147
5268,4148
6540,4150
3771,4153
6548,4154
1397,4155
1397,4156
6550,4159
6550,4160
3813,4161
2104,4162
1397,4163
6560,4164
5223,4166
3771,4167
6573,4168
6582,4169
6589,4170
6590,4171
3509,4173
1848,4174
3509,4175
1848,4176
6595,4177
6599,4179
6592,4180
1848,4181
6607,4182
1848,4183
6610,4184
1397,4185
6617,4186
225,4188
3509,4190
3509,4191
6637,4192
6617,4193
6639,4194
6639,4195
6640,4196
6642,4197
6644,4198
6639,4199
243,4200
1719,4201
6617,4202
6653,4203
1848,4204
6532,4205
6656,4206
6639,4207
6663,4208
1848,4209
959,4210
1848,4211
1848,4212
6600,4213
6673,4214
6651,4215
6684,4216
141,4217
1848,4218
6688,4219
6689,4220
6639,4221
6692,4222
1397,4223
6582,4224
6695,4225
1397,4226
6698,4227
3483,4228
6703,4229
6705,4230
6713,4231
1848,4234
6707,4235
6709,4236
6710,4237
1848,4238
6713,4239
1397,4240
1397,4241
6713,4242
1397,4243
6713,4244
6718,4245
6713,4246
1397,4247
1848,4248
1118,4249
6639,4250
6724,4251
6729,4255
1848,4257
4595,4258
141,4259
1397,4260
6748,4261
1397,4262
6639,4263
6713,4264
1397,4265
6760,4266
1848,4267
6761,4268
6713,4269
6763,4270
1848,4271
1848,4272
1397,4273
5154,4275
6713,4276
1397,4277
1848,4278
6776,4279
1848,4280
6784,4281
6794,4282
1848,4284
-1,4285
3394,4286
6801,4287
6550,4288
4064,4289
1848,4290
6639,4291
6806,4292
6806,4293
1397,4294
3509,4295
1397,4296
6819,4297
1848,4298
6825,4299
1848,4300
1397,4301
3509,4303
1397,4304
6835,4305
6836,4306
6839,4307
6840,4308
6836,4309
2241,4310
6841,4311
1484,4313
1848,4314
2908,4315
1848,4316
6847,4317
6865,4319
6867,4321
825,4322
6872,4324
6876,4326
1848,4327
3509,4328
1848,4330
1397,4331
6884,4335
1397,4336
6885,4337
6895,4338
6895,4339
6896,4340
1848,4341
6897,4342
1848,4344
988,4345
988,4346
1848,4348
825,4349
6617,4350
6914,4351
1848,4352
6896,4353
6847,4354
1848,4355
6915,4356
1848,4357
6916,4358
988,4359
6919,4360
6919,4361
2908,4363
6915,4364
262,4365
1397,4366
6924,4367
443,4368
4921,4370
1776,4371
6933,4374
6931,4375
6919,4376
6936,4377
6937,4378
6942,4379
1848,4380
1484,4384
2751,4385
6945,4386
1848,4387
6947,4389
3509,4390
3509,4391
1719,4392
5160,4393
6961,4394
6840,4395
6969,4396
6639,4397
6970,4398
6819,4399
1848,4400
6984,4401
6991,4404
25,4405
6992,4406
1397,4407
6997,4408
6506,4409
1397,4410
6922,4411
1848,4412
7004,4413
1848,4414
3509,4418
6945,4420
1848,4421
1397,4422
7031,4424
7036,4426
7038,4427
7019,4430
7048,4431
7048,4432
1848,4436
1848,4437
4315,4438
7048,4439
7019,4440
7055,4441
7058,4442
7060,4443
7064,4446
7067,4447
1525,4448
7075,4449
7075,4450
7082,4452
7086,4453
7087,4454
7090,4455
7092,4456
7094,4457
7019,4458
7096,4459
7098,4461
7098,4462
7098,4463
7099,4465
7098,4466
7098,4467
7098,4468
7102,4469
7038,4471
6974,4472
1848,4474
7107,4475
7114,4478
7115,4479
2010,4480
1848,4481
7118,4482
7098,4483
7127,4484
7130,4485
7048,4486
1848,4487
7140,4488
1848,4489
7144,4490
1848,4491
7146,4492
7146,4493
7147,4494
7150,4497
7150,4498
7090,4499
7152,4500
7159,4502
7166,4503
7170,4504
7172,4505
7172,4506
7031,4507
7173,4508
7173,4509
7173,4510
7180,4512
1848,4513
124,4514
4717,4515
7180,4516
7187,4517
7191,4520
7192,4521
7094,4522
7094,4523
7201,4526
7204,4527
7204,4528
7187,4530
7204,4531
1848,4533
7211,4534
7187,4535
7214,4536
7214,4537
1848,4538
7220,4539
1848,4540
7220,4542
7233,4544
7144,4545
5160,4546
7237,4547
7241,4549
7244,4550
7246,4551
1848,4552
6600,4553
4285,4554
1848,4555
7256,4556
7258,4557
7261,4558
7265,4561
7272,4562
3896,4564
1283,4566
7280,4567
7286,4568
7287,4569
7287,4570
1848,4571
1848,4572
7291,4575
4595,4578
3509,4579
7321,4581
7326,4583
7328,4584
1118,4585
7247,4586
7332,4587
7334,4588
4471,4589
7306,4590
7339,4591
362,4592
1848,4595
7341,4596
7342,4598
7347,4599
7306,4600
7354,4601
7357,4602
7359,4603
6857,4606
7372,4607
7374,4608
2572,4609
7379,4610
7038,4611
4595,4612
6624,4613
7386,4614
7386,4615
7388,4616
7395,4618
7306,4619
1118,4621
4022,4622
6919,4623
6919,4624
7339,4627
1431,4629
7339,4631
7339,4632
7422,4635
7339,4637
7339,4638
7339,4641
7339,4642
7339,4643
7339,4644
7339,4645
7339,4646
7339,4647
7339,4648
7339,4649
7339,4650
7339,4651
4471,4652
7420,4653
7444,4654
7451,4656
7451,4657
7462,4658
7465,4659
7466,4661
1118,4662
7475,4663
1917,4666
7484,4667
7306,4668
7492,4672
7420,4675
7495,4676
1118,4680
1848,4681
7503,4682
7507,4683
1118,4684
1848,4685
2046,4688
6915,4689
2817,4690
7521,4691
7521,4693
4022,4694
803,4695
7528,4696
7549,4698
7452,4699
1917,4700
7550,4701
6915,4702
2528,4703
2528,4705
7553,4706
526,4707
7557,4709
7559,4710
7452,4711
7566,4712
1118,4713
6919,4714
7584,4717
7578,4718
7585,4719
7593,4720
7445,4721
7445,4722
4264,4723
1118,4724
7602,4725
7612,4726
2908,4727
7445,4728
7618,4729
7618,4730
7619,4731
7624,4732
7452,4733
1118,4734
7629,4735
7630,4736
2908,4737
7630,4738
7630,4739
7639,4740
7578,4741
2908,4742
1118,4743
1118,4744
3896,4745
7646,4746
2908,4747
7651,4748
7651,4749
7651,4750
7651,4751
7651,4752
7664,4754
7667,4755
7678,4757
1848,4758
7679,4759
7452,4760
7691,4765
1848,4766
1848,4767
1848,4768
1118,4769
4585,4770
6506,4773
7714,4774
6506,4775
6506,4777
7651,4778
6506,4779
-1,4780
6506,4781
7740,4782
7742,4783
7743,4784
7743,4785
6506,4786
-1,4787
6506,4788
5223,4789
5223,4790
6506,4791
5223,4792
6506,4793
6506,4794
7760,4795
7761,4796
6506,4797
6506,4798
7767,4799
7769,4800
9613,4801
7773,4802
7778,4803
7781,4804
7788,4805
7790,4806
7795,4807
7805,4809
7795,4810
7814,4813
7816,4814
7816,4815
2745,4816
7820,4817
7822,4818
1848,4819
7825,4820
7841,4825
7816,4830
7853,4831
7816,4832
7856,4833
5154,4834
1848,4835
6506,4836
6896,4839
7420,4840
7890,4841
2567,4842
6832,4843
1118,4844
883,4845
7908,4846
7914,4847
7918,4848
7920,4849
7921,4850
1848,4851
7929,4853
6506,4854
7937,4855
1118,4856
7940,4857
7955,4859
7956,4860
730,4861
730,4862
7962,4863
7963,4864
7963,4865
6506,4866
7963,4868
7981,4869
7981,4870
7983,4871
7963,4872
7983,4873
7872,4874
7997,4875
141,4876
5159,4877
8016,4879
5117,4880
8020,4883
8021,4884
1118,4885
5099,4888
8023,4889
8029,4892
8035,4893
730,4894
8041,4895
1484,4896
1484,4897
8043,4898
7983,4899
8050,4901
1118,4902
7887,4903
8058,4906
8060,4907
8063,4908
1118,4909
8053,4910
8065,4911
8066,4912
8069,4913
5117,4914
8073,4916
1118,4917
6506,4919
8081,4920
8084,4921
8088,4923
8098,4928
3896,4929
3483,4930
8101,4931
8101,4932
3896,4933
1118,4935
8107,4936
8108,4937
8109,4938
8108,4939
1118,4940
2567,4941
8135,4943
803,4944
8137,4945
8147,4950
8147,4951
8147,4952
8147,4953
7313,4956
2908,4957
8162,4958
3299,4959
8168,4960
8171,4962
5250,4963
271,4964
4416,4965
8181,4966
8168,4967
6506,4968
7238,4970
7238,4971
6506,4972
8183,4973
4944,4974
6506,4975
8188,4976
7238,4977
8198,4978
8198,4979
1118,4981
8204,4982
4535,4984
6506,4985
6506,4986
8215,4988
7105,4989
8218,4992
8218,4993
8218,4994
8222,4995
7963,4996
141,4997
7963,4998
8245,4999
8247,5000
3896,5001
6832,5002
1118,5003
15,5004
7963,5009
8257,5010
6506,5013
8262,5014
6506,5015
5394,5016
8270,5017
7963,5018
8284,5019
5265,5020
8287,5021
8047,5022
8287,5023
8288,5024
7496,5025
2893,5026
4064,5027
8297,5029
8298,5030
8287,5031
8287,5032
8287,5033
8312,5034
141,5035
1848,5038
8329,5039
1848,5040
8333,5043
15,5044
15,5045
15,5046
8341,5050
8341,5051
7630,5053
8345,5056
225,5057
8354,5058
8356,5059
8365,5063
8270,5065
8287,5066
2817,5067
1719,5068
8381,5069
8382,5070
8384,5071
1683,5072
8389,5073
294,5074
8393,5075
8393,5076
2908,5079
8066,5080
8393,5081
8262,5082
8417,5083
4416,5084
271,5085
8430,5087
3509,5088
4921,5089
1118,5090
8435,5091
8435,5092
8438,5093
8442,5094
7963,5095
8445,5096
8449,5098
1587,5100
8456,5102
7963,5103
8459,5104
8459,5105
3698,5106
8456,5108
3896,5109
141,5110
2817,5111
3896,5112
8488,5113
8489,5114
8494,5115
8494,5117
8362,5118
3896,5120
8503,5121
8504,5122
141,5123
8435,5124
8494,5125
8435,5127
8435,5128
8435,5129
8435,5130
8520,5131
8528,5132
8531,5133
8535,5134
8537,5135
1118,5136
8531,5137
8535,5138
8535,5139
5154,5140
7963,5141
8535,5142
8548,5143
8551,5144
8558,5145
8558,5146
7963,5147
7963,5148
405,5150
8569,5152
2977,5153
8569,5154
8583,5155
8585,5157
7963,5159
8595,5160
8603,5161
8611,5163
8620,5166
8624,5167
8629,5168
6726,5169
8629,5170
3981,5171
8620,5172
8643,5173
8653,5175
8666,5178
8666,5179
7963,5180
8675,5182
8690,5184
8696,5187
7963,5188
8470,5189
8435,5190
1848,5191
8701,5192
7963,5194
8705,5196
8710,5197
4064,5198
8435,5199
7963,5200
8287,5201
8725,5206
8741,5209
8742,5210
8747,5212
8747,5213
8747,5214
8742,5215
8746,5217
4064,5218
7963,5219
8756,5220
8761,5221
8761,5222
8764,5223
8747,5225
8747,5226
8747,5227
8747,5228
1118,5230
8771,5231
8781,5234
8747,5235
8747,5236
8789,5238
8793,5239
8747,5240
5060,5241
8803,5242
1118,5243
1118,5245
8821,5246
4064,5247
8830,5249
8846,5253
8851,5254
57,5256
8183,5259
8183,5260
1118,5261
8859,5262
8747,5263
6915,5264
8861,5265
7496,5266
7496,5267
8863,5269
8865,5271
8875,5272
1118,5274
8883,5275
8884,5276
8890,5277
8747,5278
8866,5279
8903,5281
4471,5282
2109,5283
7615,5286
9152,5287
8921,5288
8937,5290
8938,5291
8947,5293
2109,5294
6915,5295
2977,5297
8944,5298
2908,5299
8975,5300
8233,5301
8233,5302
8233,5303
8233,5304
8233,5306
8233,5308
8944,5310
8983,5312
8233,5315
8233,5316
9002,5317
9003,5318
9009,5320
9012,5321
9016,5322
9017,5323
9020,5324
9023,5325
9025,5326
9029,5327
9029,5328
730,5330
8299,5331
7849,5332
9028,5333
9045,5338
9047,5340
3896,5341
9052,5342
9053,5343
8233,5346
5060,5347
9066,5349
9067,5350
9067,5353
9067,5354
9037,5355
8134,5356
9077,5357
9080,5358
9086,5359
1118,5361
9092,5362
9097,5363
8233,5364
8233,5365
9107,5366
9115,5371
9129,5375
8233,5377
8233,5378
8233,5379
8233,5380
8972,5381
8233,5382
8233,5383
8990,5384
8233,5385
2908,5389
9155,5390
8233,5391
9077,5392
9162,5393
8851,5394
3981,5395
9167,5396
9104,5397
1118,5399
9177,5400
9178,5401
9104,5403
8747,5404
9204,5405
9206,5406
9207,5407
9220,5408
1118,5409
9223,5410
9226,5411
3981,5412
6696,5414
9215,5415
9234,5416
6506,5419
9246,5420
9253,5421
9258,5423
9265,5424
6915,5425
9269,5426
9270,5427
9275,5429
9275,5430
9278,5431
8883,5432
8884,5433
9284,5435
9301,5439
9301,5440
9124,5441
9304,5442
9312,5443
6506,5445
9342,5447
6506,5448
3981,5450
9367,5451
9371,5452
9003,5454
9382,5455
7963,5457
7963,5458
7963,5459
9385,5460
6915,5461
3981,5462
3896,5463
9412,5465
9401,5466
9419,5467
6506,5468
1118,5469
15,5470
78,5472
9458,5473
9459,5474
9466,5475
7963,5476
7963,5478
7963,5479
9476,5481
9481,5482
9481,5484
1118,5485
1118,5486
7963,5487
8233,5489
8233,5490
1118,5491
9504,5492
9498,5493
9508,5494
9517,5496
7963,5497
8233,5498
9498,5499
9540,5500
362,5502
9542,5503
3896,5504
3981,5505
9553,5506
7963,5507
9555,5508
9561,5511
9564,5514
9567,5515
9569,5516
7963,5517
8233,5518
8233,5519
8233,5520
3981,5521
9574,5522
9598,5525
9612,5526
9598,5529
8233,5530
7963,5532
9622,5534
4471,5535
7963,5536
1118,5537
3394,5538
3394,5539
9540,5540
9642,5542
6640,5543
9650,5544
9665,5545
5394,5546
9670,5547
7963,5548
9685,5550
9686,5551
7963,5552
9701,5553
9704,5556
9713,5557
9714,5558
9735,5562
9754,5565
9759,5566
9759,5567
9761,5568
9735,5570
7963,5571
2751,5572
959,5575
6506,5576
959,5577
9773,5578
7963,5579
1118,5580
9787,5581
7038,5582
9792,5583
9792,5584
9792,5585
9794,5586
7963,5587
1118,5588
7963,5589
9806,5592
7963,5593
9817,5594
9819,5595
8233,5597
8233,5598
9867,5600
9872,5601
1118,5602
7963,5603
8287,5604
8287,5605
1118,5606
8287,5607
8287,5608
1118,5609
3896,5610
7963,5611
9964,5612
9966,5613
9735,5614
9988,5618
3552,5619
3552,5620
10003,5621
8781,5625
6506,5626
10037,5627
7963,5629
6506,5630
10084,5631
7496,5632
6506,5633
6506,5634
9713,5635
10123,5637
7963,5638
9258,5639
10144,5641
7963,5642
10147,5643
10160,5644
10193,5647
9713,5648
9713,5649
9713,5651
10202,5652
1118,5653
10153,5654
7963,5655
7963,5656
7963,5657
9258,5658
6506,5659
7963,5660
10247,5661
10290,5662
10290,5663
6506,5664
10290,5665
10290,5666
10290,5667
6506,5668
6506,5669
10290,5671
10290,5672
10290,5673
10290,5674
6506,5676
8974,5677
10334,5678
7963,5679
10290,5680
7963,5681
10339,5682
10343,5683
10290,5684
7963,5685
7963,5686
10351,5687
10355,5688
1848,5689
7963,5690
8233,5691
8233,5692
7963,5693
10290,5694
10380,5695
959,5696
10425,5698
10290,5699
6506,5700
6506,5701
6506,5702
6506,5703
3350,5704
10290,5705
10440,5706
6506,5707
6506,5708
1118,5709
10153,5710
10459,5711
7496,5712
10461,5713
9671,5714
6506,5715
6506,5718
9671,5719
10471,5720
10482,5721
10454,5722
730,5723
6506,5724
6506,5725
10493,5726
10505,5727
10505,5728
10520,5729
10542,5730
6506,5731
10471,5732
6506,5733
10600,5734
10601,5735
1118,5736
6835,5737
10629,5739
1118,5740
7963,5741
1708,5742
7963,5743
730,5744
6506,5745
10645,5746
364,5747
3552,5748
10658,5749
10663,5750
6506,5751
10691,5753
6506,5754
6506,5755
6506,5756
6506,5757
6506,5758
6506,5759
6506,5760
10645,5761
10727,5763
6506,5764
10750,5768
6506,5769
10751,5770
10774,5773
730,5774
6506,5775
10842,5779
1118,5780
7615,5781
10876,5783
7963,5784
10882,5786
3896,5787
7963,5788
10903,5789
10647,5790
10918,5791
8435,5792
10946,5793
10948,5794
10948,5795
10948,5796
10948,5797
10948,5798
7963,5799
10948,5800
10956,5801
10948,5802
10957,5803
10888,5804
6506,5805
7963,5806
10948,5807
10962,5808
10948,5809
7963,5810
6617,5811
10975,5812
10975,5813
10975,5814
10948,5815
1118,5816
8287,5823
8287,5824
3896,5825
11077,5828
11081,5829
11091,5830
11104,5831
730,5832
11115,5833
11115,5834
11114,5835
8287,5836
6506,5837
6506,5838
6506,5839
11117,5840
8287,5841
8287,5842
4682,5843
11154,5844
11159,5845
8287,5848
11081,5849
11173,5850
8287,5852
11189,5854
959,5856
10873,5857
11081,5858
11218,5860
6915,5861
8091,5865
8091,5866
8990,5868
2908,5869
11081,5870
11254,5871
8287,5872
11179,5875
8853,5876
11299,5878
11311,5879
11316,5880
10948,5881
10948,5882
10948,5883
10948,5884
10948,5885
9204,5886
9204,5887
11327,5888
11328,5889
11345,5890
1940,5892
2908,5893
730,5895
11372,5896
3896,5897
11376,5898
959,5899
959,5901
11385,5902
11385,5903
11385,5904
11392,5905
11385,5906
11397,5907
11398,5908
11279,5909
10948,5910
11405,5912
11410,5914
10948,5915
11385,5918
11385,5919
11423,5920
11385,5921
11435,5922
11459,5923
11461,5924
11471,5925
9401,5927
11489,5928
11459,5929
11385,5931
11526,5934
15,5935
9401,5937
11557,5939
11385,5940
11385,5941
5394,5942
11581,5943
7795,5944
9671,5945
10860,5946
6506,5947
11617,5948
11459,5949
11621,5950
11385,5951
11624,5952
11627,5953
8233,5954
8233,5955
11385,5956
11385,5957
959,5958
11644,5959
11650,5961
11653,5965
11385,5966
-1,5967
11659,5968
11660,5969
3896,5970
8233,5971
6610,5972
2745,5973
3041,5974
11679,5975
11385,5977
11385,5978
11687,5979
11459,5980
11688,5981
11684,5982
11689,5983
11385,5985
10860,5986
2908,5987
1061,5991
11709,5992
11385,5993
11703,5994
11739,5997
11741,5998
124,5999
6506,6000
8758,6001
2761,6002
11773,6003
11385,6004
11385,6005
9139,6007
4471,6008
9070,6009
11800,6012
10458,6013
6506,6014
6506,6015
11385,6016
10458,6018
11814,6019
11828,6020
11385,6021
11845,6023
11848,6024
11385,6026
11855,6027
11872,6030
11874,6031
11882,6032
1848,6033
11884,6034
6506,6036
6506,6037
6506,6038
7963,6040
11889,6041
11385,6042
11869,6044
11385,6045
11891,6046
959,6047
11899,6049
10948,6051
10948,6052
124,6054
1118,6056
11899,6058
11385,6059
2908,6060
3552,6061
11867,6063
11385,6064
11867,6065
11867,6066
11915,6067
11898,6068
11385,6069
959,6070
11929,6071
959,6072
9096,6073
11934,6074
11939,6076
11943,6077
959,6078
11949,6079
11385,6080
11385,6081
10873,6082
11939,6083
11984,6085
10873,6086
12000,6088
12001,6089
11998,6090
12007,6091
34,6092
12024,6093
12024,6094
8233,6095
12033,6096
12041,6097
11385,6099
12074,6100
12086,6101
959,6102
12090,6103
1118,6105
12092,6106
12095,6107
12099,6108
12102,6109
12102,6110
12102,6111
12102,6112
12092,6113
11687,6114
34,6116
12116,6117
12131,6119
11385,6120
12137,6121
12141,6122
34,6124
8233,6125
8233,6126
8233,6127
8233,6128
12147,6129
11385,6130
12151,6131
12137,6132
-1,6134
12166,6135
12175,6136
10860,6137
2908,6138
10948,6140
12211,6141
12213,6142
12214,6143
12218,6144
12214,6145
12220,6146
8233,6147
12249,6148
12274,6149
12302,6156
11459,6157
12226,6158
12306,6159
12305,6160
12313,6161
10948,6162
12317,6164
12319,6165
12315,6166
12322,6167
7963,6168
7963,6169
7963,6170
7963,6171
3896,6172
12336,6175
11459,6176
12344,6177
11459,6179
8233,6180
8233,6181
8233,6182
7929,6183
11684,6184
12363,6185
12380,6186
2745,6188
12353,6189
12353,6190
12407,6192
12414,6193
12420,6194
12192,6195
7963,6196
12453,6202
7795,6203
10426,6205
12471,6206
10873,6207
12308,6208
12501,6209
7963,6210
12548,6211
11459,6212
12568,6215
12572,6216
12581,6217
12581,6218
12587,6219
12595,6221
7963,6222
12644,6227
12645,6228
7963,6229
12657,6232
2908,6233
12683,6234
12681,6235
12689,6236
12691,6237
1118,6238
7795,6239
12726,6241
12757,6243
11459,6244
11459,6245
959,6246
12832,6247
12832,6248
12841,6250
12840,6251
1118,6252
12851,6253
12840,6254
730,6256
8233,6257
8233,6258
8233,6259
8233,6260
8233,6261
12886,6263
7963,6264
12897,6265
12919,6267
10948,6268
1848,6270
1848,6271
12934,6272
12940,6276
12947,6278
11637,6280
12897,6282
3896,6283
12970,6286
8233,6287
